model_type,timeframe,architecture,trial_id,composite_score,val_accuracy,val_auc,val_loss,accuracy,hp_num_conv1d_layers,hp_filters,hp_kernel_size,hp_padding,hp_activation,hp_kernel_initializer,hp_add_pooling_0,hp_pool_size,hp_strides,hp_num_dense_layers,hp_units,hp_bias_initializer,hp_dropout_rate,hp_learning_rate,hp_focal_gamma,hp_focal_alpha,hp_add_pooling_1,hp_add_pooling_2,hp_num_conv_layers,hp_num_lstm_layers,hp_units_first,hp_forget_bias,hp_dropout,hp_recurrent_dropout,hp_num_GRU_layers,hp_num_LSTM_layers
sell_signal,,Conv1D_LSTM,051,-8.979979860782624,0.9946874976158142,0.5,104.74667358398438,0.9869140386581421,,32.0,3.0,valid,gelu,glorot_normal,,2.0,2.0,1,64,he_normal,0.1,0.0011851307653475837,2.5,0.5,,,1.0,2.0,32.0,True,0.25,0.4,,
sell_signal,,Conv1D_LSTM,052,-205.06781861782073,0.9920312762260437,0.5345348715782166,2065.94384765625,0.868359386920929,,32.0,5.0,valid,gelu,glorot_normal,,3.0,1.0,1,96,glorot_normal,0.1,0.0006438017060958744,3.0,0.4,,,1.0,2.0,64.0,True,0.30000000000000004,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,053,-86.1796932220459,0.742968738079071,0.4852970242500305,874.07958984375,0.680859386920929,,64.0,3.0,valid,relu,he_normal,,2.0,1.0,1,128,glorot_normal,0.2,0.00012982342634960264,2.0,0.6,,,3.0,2.0,32.0,False,0.2,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,054,-8.401461946964265,0.9946874976158142,0.5,98.96149444580078,0.9947656393051147,,64.0,7.0,same,relu,glorot_normal,,2.0,2.0,2,32,glorot_normal,0.2,0.006172427728586157,3.0,0.4,,,2.0,2.0,128.0,True,0.30000000000000004,0.45,,
sell_signal,,Conv1D_LSTM,055,-2.8450182676315308,0.9942968487739563,0.5624411702156067,44.01756286621094,0.9599609375,,96.0,5.0,same,gelu,he_normal,,2.0,2.0,1,96,glorot_normal,0.4,0.00023815976224610507,2.0,0.9,,,1.0,1.0,32.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,056,-6.323880386352539,0.9946874976158142,0.543060839176178,78.61628723144531,0.925000011920929,,32.0,3.0,valid,gelu,he_normal,,3.0,2.0,1,128,glorot_normal,0.30000000000000004,0.001378263248778274,1.5,0.4,,,2.0,1.0,96.0,True,0.30000000000000004,0.25,,
sell_signal,,Conv1D_LSTM,057,-4.213107454776764,0.9946874976158142,0.5,57.07794952392578,0.9949609637260437,,64.0,5.0,same,relu,he_normal,,3.0,2.0,1,32,he_normal,0.2,0.007083352517783958,3.0,0.2,,,3.0,2.0,64.0,True,0.25,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,058,-2114.1081588387487,0.9932031035423279,0.5009818077087402,21156.0234375,0.9923046827316284,,128.0,5.0,valid,relu,he_normal,,2.0,2.0,1,96,he_normal,0.30000000000000004,0.005227316838512897,1.5,0.1,,,1.0,1.0,64.0,True,0.35000000000000003,0.45,,
sell_signal,,Conv1D_LSTM,060,-20.08977780267596,0.02656250074505806,0.5164783000946045,206.32818603515625,0.3033203184604645,,96.0,3.0,valid,relu,he_normal,,3.0,2.0,1,96,glorot_normal,0.1,0.0005908066495367975,1.0,0.1,,,1.0,1.0,96.0,True,0.4,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,061,-5.967363893985748,0.9946874976158142,0.5,74.62051391601562,0.9948828220367432,,128.0,3.0,same,gelu,glorot_normal,,2.0,2.0,2,32,zeros,0.1,0.0029262274467137263,3.0,0.2,,,1.0,2.0,64.0,False,0.45,0.2,,
sell_signal,,Conv1D_LSTM,062,-374.91000588769094,0.0053125000558793545,0.4615859091281891,3753.76904296875,0.2473437488079071,,64.0,5.0,same,relu,glorot_normal,,3.0,2.0,1,64,glorot_normal,0.5,0.00044010071253490897,1.5,0.8,,,1.0,3.0,96.0,False,0.25,0.45,,
sell_signal,,Conv1D_LSTM,064,-11.64462524652481,0.9946874976158142,0.5,131.39312744140625,0.9950000047683716,,128.0,5.0,valid,relu,glorot_normal,,2.0,1.0,2,96,glorot_normal,0.5,0.001800627430497124,1.5,0.5,,,2.0,2.0,96.0,False,0.30000000000000004,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,065,-64824.59523656964,0.9921093583106995,0.4751540720462799,648260.625,0.9111328125,,64.0,5.0,same,relu,he_normal,,3.0,1.0,2,32,he_normal,0.1,0.007821401515700141,3.0,0.2,,,3.0,2.0,32.0,False,0.25,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,066,-6.978972017765045,0.9946874976158142,0.5,84.7365951538086,0.9948046803474426,,32.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,64,zeros,0.1,0.0027125012322079677,2.5,0.9,,,3.0,2.0,96.0,True,0.2,0.2,,
sell_signal,,Conv1D_LSTM,067,-2.4028032183647157,0.9945312738418579,0.4781877398490906,38.75522232055664,0.9337499737739563,,32.0,7.0,same,gelu,he_normal,,3.0,1.0,2,32,zeros,0.2,0.0011035755716780396,1.0,0.7000000000000001,,,3.0,1.0,32.0,False,0.30000000000000004,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,068,-6.6596861481666565,0.9946874976158142,0.5001177787780762,81.54491424560547,0.9061718583106995,,64.0,7.0,same,gelu,glorot_normal,,2.0,1.0,2,32,zeros,0.4,0.0013908860156872532,3.0,0.1,,,2.0,1.0,128.0,True,0.30000000000000004,0.45,,
sell_signal,,Conv1D_LSTM,069,-5.645060122013092,0.9946874976158142,0.5,71.39747619628906,0.9955078363418579,,128.0,3.0,same,gelu,glorot_normal,,2.0,2.0,1,96,glorot_normal,0.1,0.001956762121160006,2.0,0.30000000000000004,,,3.0,2.0,64.0,True,0.25,0.4,,
sell_signal,,Conv1D_LSTM,070,-28.27401022911072,0.9946874976158142,0.499960720539093,297.68658447265625,0.9947656393051147,,64.0,3.0,valid,gelu,glorot_normal,,2.0,2.0,1,128,zeros,0.2,0.0002747260640015175,2.5,0.5,,,2.0,2.0,128.0,True,0.30000000000000004,0.2,,
sell_signal,,Conv1D_LSTM,071,-6.469885408878326,0.9946874976158142,0.5,79.6457290649414,0.9952343702316284,,64.0,3.0,same,gelu,glorot_normal,,3.0,2.0,2,64,he_normal,0.2,0.003827419112302104,2.0,0.1,,,3.0,2.0,96.0,False,0.30000000000000004,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,072,-0.42291656732559213,0.9946874976158142,0.5,19.176040649414062,0.9953906536102295,,64.0,3.0,same,relu,he_normal,,3.0,2.0,1,96,zeros,0.1,0.001295758537401435,3.0,0.2,,,2.0,1.0,32.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,073,-1.7622005462646486,0.9946874976158142,0.4254489541053772,31.8233699798584,0.9951562285423279,,96.0,5.0,valid,gelu,glorot_normal,,3.0,2.0,1,64,zeros,0.1,0.003009543316227471,1.0,0.4,,,3.0,1.0,64.0,True,0.4,0.2,,
sell_signal,,Conv1D_LSTM,074,-5.894336229562759,0.9946874976158142,0.498821884393692,73.87845611572266,0.8238281011581421,,96.0,3.0,valid,gelu,glorot_normal,,2.0,2.0,2,128,glorot_normal,0.4,0.00013509564982272783,1.5,0.1,,,2.0,1.0,32.0,False,0.30000000000000004,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,075,-55.905294191837314,0.9946874976158142,0.5,573.9998168945312,0.9205077886581421,,96.0,5.0,same,gelu,glorot_normal,,3.0,2.0,1,32,zeros,0.1,0.00048676079674438253,2.5,0.9,,,1.0,3.0,128.0,True,0.2,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,076,-2.4521154046058653,0.9946874976158142,0.5,39.4680290222168,0.9950390458106995,,128.0,5.0,same,relu,glorot_normal,,3.0,2.0,1,32,he_normal,0.2,0.0026472835351361644,2.0,0.2,,,2.0,3.0,32.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,077,-1.4661524116992952,0.9946093559265137,0.49175307154655457,29.525148391723633,0.8146874904632568,,96.0,7.0,same,gelu,glorot_normal,,2.0,2.0,1,96,zeros,0.1,0.0006035365857060101,2.5,0.9,,,3.0,1.0,32.0,True,0.35000000000000003,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,078,-910.0265831589699,0.9943749904632568,0.492323100566864,9115.1328125,0.9060156345367432,,32.0,3.0,same,gelu,glorot_normal,,3.0,1.0,1,128,zeros,0.4,0.00011581225034054408,2.5,0.2,,,1.0,3.0,128.0,True,0.2,0.4,,
sell_signal,,Conv1D_LSTM,079,-4.427995836734771,0.9946874976158142,0.5342369079589844,59.5692024230957,0.9952734112739563,,32.0,3.0,same,gelu,he_normal,,2.0,2.0,2,96,zeros,0.1,0.0016054098826187482,1.0,0.6,,,3.0,1.0,64.0,False,0.25,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,080,-10.758220064640046,0.9946874976158142,0.5,122.5290756225586,0.9951953291893005,,96.0,5.0,same,gelu,glorot_normal,,3.0,2.0,1,128,he_normal,0.30000000000000004,0.0012523475595748173,2.5,0.1,,,1.0,2.0,64.0,True,0.45,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,081,-27.57151733636856,0.9946874976158142,0.5,290.66204833984375,0.7737500071525574,,128.0,3.0,same,relu,glorot_normal,,2.0,2.0,2,32,he_normal,0.4,0.00038086977413635456,1.0,0.7000000000000001,,,3.0,3.0,128.0,False,0.25,0.45,,
sell_signal,,Conv1D_LSTM,082,-11.534162294864654,0.9946874976158142,0.5,130.2884979248047,0.8100390434265137,,64.0,3.0,same,relu,glorot_normal,,2.0,2.0,1,128,glorot_normal,0.2,0.00015506495091903772,3.0,0.30000000000000004,,,3.0,3.0,64.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,083,-24.420223391056062,0.9946874976158142,0.5,259.14910888671875,0.9353906512260437,,128.0,3.0,valid,gelu,glorot_normal,,3.0,1.0,2,32,glorot_normal,0.2,0.0009218188824269163,2.0,0.1,,,2.0,2.0,128.0,True,0.30000000000000004,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,084,-38447.8010915637,0.9876562356948853,0.5206272006034851,384493.09375,0.7532421946525574,,64.0,7.0,same,gelu,he_normal,,2.0,2.0,1,96,glorot_normal,0.1,0.01,3.0,0.1,,,2.0,3.0,64.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,085,-5.2129464745521545,0.9946874976158142,0.5,67.07633972167969,0.9951953291893005,,96.0,3.0,same,relu,he_normal,,2.0,2.0,1,32,he_normal,0.1,0.004899781939758687,2.5,0.1,,,3.0,1.0,128.0,False,0.30000000000000004,0.45,,
sell_signal,,Conv1D_LSTM,086,-130.48805908197536,0.0053125000558793545,0.5,1309.9337158203125,0.3799999952316284,,96.0,3.0,valid,gelu,glorot_normal,,2.0,1.0,2,96,zeros,0.30000000000000004,0.0001,2.5,0.9,,,1.0,3.0,96.0,False,0.2,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,087,-1.5003175377845763,0.9946874976158142,0.5,29.950050354003906,0.9953906536102295,,128.0,5.0,same,relu,he_normal,,3.0,2.0,2,32,zeros,0.1,0.004374823372742415,1.5,0.4,,,3.0,2.0,32.0,True,0.25,0.45,,
sell_signal,,Conv1D_LSTM,088,-3.6348586559295653,0.9946874976158142,0.4988611340522766,51.28407287597656,0.994921863079071,,128.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,128,he_normal,0.1,0.0009045694083698481,2.5,0.1,,,3.0,1.0,64.0,False,0.45,0.2,,
sell_signal,,Conv1D_LSTM,089,-39.815093386173245,0.9946874976158142,0.5,413.0978088378906,0.6516015529632568,,32.0,3.0,valid,gelu,glorot_normal,,3.0,2.0,1,64,zeros,0.30000000000000004,0.001444343950627475,1.5,0.1,,,1.0,3.0,96.0,False,0.2,0.2,,
sell_signal,,Conv1D_LSTM,090,-22.740494384709745,0.0053125000558793545,0.5,232.45806884765625,0.298828125,,96.0,3.0,same,relu,glorot_normal,,3.0,2.0,1,32,he_normal,0.4,0.0013313675357517958,1.5,0.2,,,3.0,3.0,128.0,True,0.35000000000000003,0.45,,
sell_signal,,Conv1D_LSTM,091,-7.982838594913483,0.9946874976158142,0.5,94.77526092529297,0.9756640791893005,,128.0,7.0,same,gelu,glorot_normal,,3.0,2.0,2,128,zeros,0.4,0.0012875307114814474,1.0,0.6,,,1.0,3.0,32.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,092,-14.470371401309967,0.9946874976158142,0.5,159.6505889892578,0.9932422041893005,,128.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,2,32,zeros,0.1,0.0002783022706443725,1.5,0.9,,,3.0,2.0,96.0,False,0.25,0.2,,
sell_signal,,Conv1D_LSTM,093,-1.9231921553611757,0.9946874976158142,0.45239126682281494,33.70270919799805,0.9949609637260437,,32.0,3.0,valid,gelu,he_normal,,2.0,2.0,1,96,glorot_normal,0.1,0.0008213327624806651,2.0,0.1,,,3.0,1.0,32.0,True,0.45,0.25,,
sell_signal,,Conv1D_LSTM,094,-5.077868163585663,0.9946874976158142,0.5050734281539917,65.77629089355469,0.7995703220367432,,128.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,128,zeros,0.5,0.00021585044962630495,1.0,0.30000000000000004,,,3.0,1.0,64.0,True,0.45,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,095,-5.308253192901612,0.9943749904632568,0.4030892848968506,67.05717468261719,0.9300390481948853,,32.0,7.0,same,gelu,glorot_normal,,2.0,2.0,1,32,zeros,0.1,0.0003684163873048741,2.5,0.4,,,1.0,1.0,96.0,True,0.2,0.2,,
sell_signal,,Conv1D_LSTM,096,-1126.8615710377694,0.977343738079071,0.5073742866516113,11283.462890625,0.6933203339576721,,32.0,3.0,valid,gelu,glorot_normal,,3.0,2.0,1,96,zeros,0.30000000000000004,0.0001,3.0,0.9,,,1.0,3.0,128.0,True,0.35000000000000003,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,097,-28.94231081008911,0.9946874976158142,0.48859983682632446,304.2559814453125,0.8254687786102295,,64.0,5.0,same,gelu,glorot_normal,,2.0,2.0,1,96,he_normal,0.5,0.0005161774153918076,1.0,0.2,,,1.0,2.0,96.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,098,-9.095190584659576,0.9946874976158142,0.5,105.8987808227539,0.9951953291893005,,128.0,3.0,valid,relu,glorot_normal,,3.0,2.0,2,128,zeros,0.1,0.0021893815618441947,2.0,0.9,,,3.0,2.0,96.0,False,0.35000000000000003,0.45,,
sell_signal,,Conv1D_LSTM,099,-7.162529146671295,0.9946874976158142,0.5,86.5721664428711,0.9955468773841858,,32.0,5.0,same,gelu,glorot_normal,,2.0,2.0,1,32,zeros,0.1,0.01,2.0,0.8,,,3.0,3.0,128.0,True,0.35000000000000003,0.25,,
sell_signal,,Conv1D_LSTM,100,-4.847794139385224,0.9946874976158142,0.5109866857528687,63.53468322753906,0.9102343916893005,,128.0,3.0,valid,gelu,glorot_normal,,2.0,2.0,2,128,glorot_normal,0.30000000000000004,0.0005247871769484407,1.0,0.9,,,1.0,1.0,32.0,True,0.45,0.2,,
sell_signal,,Conv1D_LSTM,101,-31270.670701885225,0.9946874976158142,0.5002356171607971,312721.65625,0.9948046803474426,,96.0,3.0,same,relu,he_normal,,3.0,2.0,2,128,he_normal,0.1,0.01,2.5,0.1,,,2.0,3.0,64.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,102,-2.236993616819382,0.9946874976158142,0.4427207410335541,36.7440185546875,0.9374609589576721,,96.0,3.0,same,gelu,glorot_normal,,3.0,1.0,2,32,glorot_normal,0.2,0.0004727385311278564,1.0,0.8,,,3.0,1.0,32.0,False,0.25,0.45,,
sell_signal,,Conv1D_LSTM,103,-3.226411211490631,0.9946874976158142,0.5,47.21098709106445,0.9950781464576721,,128.0,5.0,same,relu,he_normal,,2.0,2.0,1,128,zeros,0.1,0.005553604299636485,2.5,0.9,,,1.0,3.0,32.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,104,-1500335.5053125024,0.9946874976158142,0.5,15003370.0,0.9927343726158142,,32.0,3.0,same,gelu,he_normal,,3.0,2.0,1,128,glorot_normal,0.1,0.01,1.0,0.1,,,1.0,1.0,128.0,True,0.25,0.25,,
sell_signal,,Conv1D_LSTM,105,-11.276450502872468,0.9946874976158142,0.5,127.71138000488281,0.9948437213897705,,128.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,64,zeros,0.1,0.0008822879277474242,3.0,0.4,,,2.0,3.0,64.0,True,0.35000000000000003,0.2,,
sell_signal,,Conv1D_LSTM,106,-11.747764434758574,0.0053125000558793545,0.5,122.53076934814453,0.2504296898841858,,64.0,3.0,same,gelu,glorot_normal,,3.0,2.0,2,32,glorot_normal,0.5,0.0001,2.5,0.1,,,2.0,3.0,32.0,True,0.2,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,108,-3.443025362491608,0.9946874976158142,0.5,49.37712860107422,0.9952734112739563,,128.0,5.0,same,gelu,glorot_normal,,2.0,1.0,2,32,he_normal,0.1,0.01,1.0,0.7000000000000001,,,3.0,2.0,64.0,True,0.45,0.45,,
sell_signal,,Conv1D_LSTM,109,-9.140571296215057,0.9946874976158142,0.5034512281417847,106.38710021972656,0.9635546803474426,,64.0,3.0,valid,gelu,glorot_normal,,3.0,2.0,1,128,glorot_normal,0.30000000000000004,0.00039364296688079617,2.0,0.1,,,3.0,1.0,128.0,False,0.45,0.30000000000000004,,
sell_signal,,Conv1D_LSTM,110,-2.270610582828522,0.9946874976158142,0.5,37.65298080444336,0.9950781464576721,,32.0,3.0,same,relu,he_normal,,2.0,2.0,2,32,he_normal,0.1,0.0011468817268977783,3.0,0.1,,,3.0,2.0,32.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,111,-13.973391115665436,0.9946874976158142,0.5,154.6807861328125,0.816601574420929,,32.0,3.0,valid,gelu,glorot_normal,,2.0,2.0,1,32,zeros,0.1,0.000911096578493419,3.0,0.9,,,3.0,2.0,128.0,False,0.2,0.25,,
sell_signal,,Conv1D_LSTM,112,-36520.71336966753,0.9888281226158142,0.485302209854126,365221.875,0.9041796922683716,,32.0,3.0,valid,gelu,glorot_normal,,3.0,1.0,2,32,zeros,0.1,0.0001,3.0,0.5,,,1.0,3.0,128.0,True,0.2,0.2,,
sell_signal,,Conv1D_LSTM,113,-17.6403009057045,0.9946874976158142,0.5,191.34988403320312,0.9952343702316284,,128.0,7.0,same,relu,glorot_normal,,3.0,2.0,1,32,glorot_normal,0.1,0.003227423652506485,1.0,0.9,,,3.0,3.0,128.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,114,-6.102546417713166,0.6279687285423279,0.512460470199585,72.42975616455078,0.5231640338897705,,128.0,3.0,valid,relu,he_normal,,2.0,2.0,1,128,glorot_normal,0.1,0.0001,2.0,0.4,,,3.0,1.0,64.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,115,-3.7555398583412174,0.9946874976158142,0.5,52.50227355957031,0.9947265386581421,,64.0,7.0,same,gelu,glorot_normal,,3.0,2.0,1,128,zeros,0.1,0.0019082782561175965,3.0,0.6,,,1.0,3.0,32.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,116,-3.3212346636690198,0.0053125000558793545,0.453267365694046,37.79814529418945,0.27734375,,128.0,5.0,same,gelu,glorot_normal,,2.0,2.0,1,64,glorot_normal,0.5,0.0001,2.5,0.4,,,3.0,1.0,32.0,True,0.45,0.2,,
sell_signal,,Conv1D_LSTM,118,-2.101200258731842,0.9946874976158142,0.5,35.95887756347656,0.995312511920929,,128.0,3.0,valid,gelu,glorot_normal,,2.0,1.0,1,128,glorot_normal,0.30000000000000004,0.01,2.0,0.1,,,2.0,3.0,32.0,True,0.45,0.35000000000000003,,
sell_signal,,Conv1D_LSTM,119,-7.74345014328137,0.0053125000558793545,0.48356157541275024,82.3232421875,0.05878906324505806,,64.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,2,128,zeros,0.1,0.0001,1.5,0.6,,,3.0,1.0,32.0,True,0.45,0.2,,
sell_signal,,Conv1D_LSTM,120,-4.827253878116608,0.9946874976158142,0.5,63.21941375732422,0.9951953291893005,,32.0,5.0,same,relu,glorot_normal,,3.0,2.0,1,32,glorot_normal,0.1,0.01,3.0,0.1,,,3.0,3.0,96.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,121,0.052833592891693204,0.9946874976158142,0.5,14.418539047241211,0.9950000047683716,,32.0,5.0,same,gelu,glorot_normal,,3.0,2.0,2,32,zeros,0.1,0.007044325181206327,1.0,0.9,,,3.0,1.0,32.0,False,0.45,0.25,,
sell_signal,,Conv1D_LSTM,122,-160.06310791010037,0.0053125000558793545,0.5,1605.6842041015625,0.17316406965255737,,128.0,3.0,valid,gelu,glorot_normal,,3.0,1.0,1,128,zeros,0.2,0.0001,3.0,0.5,,,1.0,3.0,128.0,True,0.2,0.2,,
sell_signal,,Conv1D_LSTM,123,-28.521071779727937,0.9946874976158142,0.5,300.1575927734375,0.9952734112739563,,32.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,64,zeros,0.1,0.0006099919187982079,1.5,0.9,,,2.0,3.0,128.0,True,0.2,0.4,,
sell_signal,,Conv1D_LSTM,124,-0.15248275995254512,0.9946874976158142,0.5,16.471702575683594,0.9951562285423279,,128.0,7.0,same,relu,he_normal,,3.0,2.0,1,32,he_normal,0.1,0.01,3.0,0.1,,,3.0,1.0,32.0,True,0.45,0.45,,
sell_signal,,Conv1D_LSTM,125,-12.680126345157623,0.9946874976158142,0.5,141.74813842773438,0.7959374785423279,,96.0,3.0,same,gelu,glorot_normal,,3.0,2.0,1,128,he_normal,0.5,0.0001,1.5,0.5,,,2.0,3.0,32.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,126,-2.9436935663223265,0.9663281440734863,0.5192774534225464,44.292991638183594,0.9132031202316284,,32.0,3.0,valid,gelu,glorot_normal,,2.0,1.0,1,128,zeros,0.1,0.0001,2.0,0.5,,,2.0,1.0,32.0,False,0.2,0.4,,
sell_signal,,Conv1D_LSTM,127,-84.23808916807175,0.8828125,0.4808195233345032,856.0172119140625,0.6019921898841858,,128.0,7.0,same,relu,he_normal,,3.0,2.0,1,128,zeros,0.1,0.00014487840647376367,3.0,0.4,,,1.0,2.0,32.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,128,-26.782497560977937,0.9946874976158142,0.5,282.7718505859375,0.9952343702316284,,128.0,3.0,valid,relu,glorot_normal,,3.0,2.0,2,32,zeros,0.1,0.0001,3.0,0.30000000000000004,,,3.0,3.0,128.0,False,0.4,0.2,,
sell_signal,,Conv1D_LSTM,129,-4.951596987247467,0.9946874976158142,0.5,64.46284484863281,0.8772265911102295,,128.0,3.0,same,gelu,glorot_normal,,2.0,1.0,2,32,glorot_normal,0.5,0.0011617469123556096,1.0,0.1,,,1.0,2.0,32.0,True,0.2,0.2,,
sell_signal,,Conv1D_LSTM,130,-7.149840569496154,0.876953125,0.5072120428085327,85.34005737304688,0.5356249809265137,,32.0,3.0,same,gelu,he_normal,,2.0,2.0,2,128,zeros,0.5,0.0005009199719266219,2.0,0.5,,,1.0,1.0,32.0,True,0.45,0.45,,
sell_signal,,Conv1D_LSTM,131,-4.97088485956192,0.9946874976158142,0.5,64.65572357177734,0.9951953291893005,,128.0,3.0,valid,gelu,glorot_normal,,3.0,2.0,1,32,he_normal,0.1,0.01,3.0,0.1,,,3.0,2.0,128.0,True,0.45,0.2,,
sell_signal,,Conv1D_LSTM,132,-34.87502380609512,0.9946874976158142,0.5,363.6971130371094,0.6060546636581421,,64.0,3.0,same,gelu,glorot_normal,,3.0,2.0,1,32,zeros,0.5,0.0001,1.5,0.7000000000000001,,,3.0,3.0,128.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,133,-1.7686238884925842,0.9946874976158142,0.5,32.633113861083984,0.9953515529632568,,32.0,3.0,same,relu,he_normal,,2.0,2.0,1,128,he_normal,0.1,0.01,2.0,0.1,,,3.0,3.0,32.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,134,-3.2747984766960148,0.8029687404632568,0.5276122689247131,46.053794860839844,0.609375,,128.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,128,zeros,0.4,0.0001,3.0,0.9,,,1.0,1.0,32.0,False,0.45,0.2,,
sell_signal,,Conv1D_LSTM,135,-7.254585415124893,0.9946874976158142,0.4938644468784332,87.4313735961914,0.7893750071525574,,64.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,32,zeros,0.1,0.0005911338920268431,2.5,0.9,,,3.0,1.0,128.0,True,0.45,0.2,,
sell_signal,,Conv1D_LSTM,136,-0.7882185578346252,0.9946874976158142,0.5185446739196777,23.014507293701172,0.9951171875,,32.0,7.0,same,gelu,glorot_normal,,3.0,1.0,2,32,zeros,0.1,0.002788484667791733,1.0,0.1,,,3.0,1.0,32.0,True,0.4,0.45,,
sell_signal,,Conv1D_LSTM,137,-1678.6914137721062,0.9945312738418579,0.44569557905197144,16801.31640625,0.9608593583106995,,128.0,5.0,same,relu,glorot_normal,,3.0,2.0,1,128,zeros,0.1,0.01,2.0,0.9,,,1.0,3.0,32.0,True,0.35000000000000003,0.45,,
sell_signal,,Conv1D_LSTM,138,-123.03231445550918,0.9946874976158142,0.5,1245.27001953125,0.9223828315734863,,32.0,7.0,valid,gelu,glorot_normal,,2.0,2.0,1,96,zeros,0.1,0.0001,3.0,0.9,,,1.0,3.0,128.0,False,0.2,0.2,,
sell_signal,,Conv1D_LSTM,139,-4.5260980248451235,0.9946874976158142,0.5,60.207855224609375,0.9939844012260437,,128.0,5.0,same,relu,glorot_normal,,2.0,2.0,2,32,zeros,0.5,0.0001,2.5,0.7000000000000001,,,1.0,1.0,64.0,True,0.2,0.45,,
sell_signal,,Conv1D_LSTM,140,-8.307221126556396,0.517578125,0.5045075416564941,93.2930679321289,0.6362500190734863,,32.0,3.0,valid,gelu,glorot_normal,,3.0,2.0,1,128,zeros,0.4,0.00019622777969841257,1.5,0.1,,,1.0,1.0,32.0,True,0.45,0.2,,
sell_signal,,Conv1D_LSTM,141,-628.7000274062157,0.8283593654632568,0.5075019001960754,6300.35888671875,0.5075390338897705,,32.0,3.0,same,relu,glorot_normal,,3.0,2.0,1,32,he_normal,0.5,0.00010670600525279353,3.0,0.1,,,1.0,3.0,128.0,False,0.2,0.45,,
sell_signal,,Conv1D_LSTM,142,-2.4307912826538085,0.9946874976158142,0.5107741951942444,39.36252975463867,0.9950390458106995,,128.0,3.0,same,gelu,glorot_normal,,2.0,1.0,2,128,zeros,0.4,0.0023803606207434764,1.5,0.7000000000000001,,,3.0,1.0,32.0,False,0.45,0.25,,
sell_signal,,Conv1D_LSTM,143,-23.22243286371231,0.9946874976158142,0.5,247.17120361328125,0.9950390458106995,,128.0,3.0,same,gelu,glorot_normal,,3.0,1.0,1,32,he_normal,0.1,0.0016004553050338489,1.0,0.9,,,3.0,3.0,128.0,True,0.30000000000000004,0.45,,
sell_signal,,Conv1D_LSTM,144,-26.189891970157625,0.9946874976158142,0.5,276.8457946777344,0.9955078363418579,,128.0,3.0,valid,relu,glorot_normal,,2.0,2.0,1,96,glorot_normal,0.5,0.00133702632953993,3.0,0.5,,,1.0,3.0,128.0,False,0.45,0.45,,
sell_signal,,Conv1D_LSTM,145,-7.73256562948227,0.9946874976158142,0.49882185459136963,92.26074981689453,0.6358593702316284,,128.0,7.0,same,relu,glorot_normal,,3.0,2.0,2,32,glorot_normal,0.5,0.00010304062537127732,1.0,0.1,,,3.0,1.0,96.0,False,0.2,0.45,,
